dataset,pub,type,num,url
usadf-togo,usadf,activities,5,"https://iati-reporting.s3.amazonaws.com/african_development_foundation/xml/iati-activities-Togo.xml"
usadf-uganda,usadf,activities,232,"https://iati-reporting.s3.amazonaws.com/african_development_foundation/xml/iati-activities-Uganda.xml"
usadf-zambia,usadf,activities,171,"https://iati-reporting.s3.amazonaws.com/african_development_foundation/xml/iati-activities-Zambia.xml"
usadf-zimbabwe,usadf,activities,160,"https://iati-reporting.s3.amazonaws.com/african_development_foundation/xml/iati-activities-Zimbabwe.xml"
usaid-19,usaid,activities,215,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple+Countries-19.xml"
usaid-20,usaid,activities,405,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple+Countries-20.xml"
usaid-289,usaid,activities,727,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-South%20of%20Sahara%20regional.xml"
usaid-298,usaid,activities,316,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Africa%20regional.xml"
usaid-380,usaid,activities,33,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-West%20Indies%20regional.xml"
usaid-489,usaid,activities,118,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-South%20America%20regional.xml"
usaid-498,usaid,activities,180,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-America%20regional.xml"
usaid-589,usaid,activities,127,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Middle%20East%20regional.xml"
usaid-619,usaid,activities,127,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Central%20Asia%20regional.xml"
usaid-679,usaid,activities,11,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-South%20Asia%20regional.xml"
usaid-789,usaid,activities,136,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Far%20East%20Asia%20regional.xml"
usaid-798,usaid,activities,103,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Asia%20regional.xml"
usaid-889,usaid,activities,24,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Oceania%20regional.xml"
usaid-89,usaid,activities,102,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Europe%20regional.xml"
usaid-998-1,usaid,activities,4985,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Worldwide-1.xml"
usaid-998-2,usaid,activities,2062,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Worldwide-2.xml"
usaid-ae,usaid,activities,1,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-United%20Arab%20Emirates.xml"
usaid-af,usaid,activities,879,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Afghanistan.xml"
usaid-ag,usaid,activities,1,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Antigua%20and%20Barbuda.xml"
usaid-al,usaid,activities,115,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Albania.xml"
usaid-am,usaid,activities,229,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Armenia.xml"
usaid-ao,usaid,activities,164,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Angola.xml"
usaid-az,usaid,activities,101,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Azerbaijan.xml"
usaid-ba,usaid,activities,237,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Bosnia%20and%20Herzegovina.xml"
usaid-bb,usaid,activities,1,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Barbados.xml"
usaid-bd,usaid,activities,339,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Bangladesh.xml"
usaid-belize,usaid,activities,2,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Belize.xml"
usaid-bf,usaid,activities,163,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Burkina%20Faso.xml"
usaid-bg,usaid,activities,28,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Bulgaria.xml"
usaid-bi,usaid,activities,183,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Burundi.xml"
usaid-bj,usaid,activities,248,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Benin.xml"
usaid-bo,usaid,activities,60,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Bolivia.xml"
usaid-br,usaid,activities,90,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Brazil.xml"
usaid-bs,usaid,activities,20,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Bahamas.xml"
usaid-bt,usaid,activities,3,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Bhutan.xml"
usaid-bw,usaid,activities,74,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Botswana.xml"
usaid-by,usaid,activities,45,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Belarus.xml"
usaid-cd,usaid,activities,817,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Congo%20Democratic%20Republic%20of.xml"
usaid-cf,usaid,activities,293,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Central%20African%20Republic.xml"
usaid-cg,usaid,activities,61,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Congo%20Republic%20of.xml"
usaid-ci,usaid,activities,120,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Cote+dIvoire.xml"
usaid-cl,usaid,activities,11,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Chile.xml"
usaid-cm,usaid,activities,182,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Cameroon.xml"
usaid-cn,usaid,activities,52,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-China.xml"
usaid-co,usaid,activities,565,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Colombia.xml"
usaid-cr,usaid,activities,44,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Costa%20Rica.xml"
usaid-cu,usaid,activities,94,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Cuba.xml"
usaid-cv,usaid,activities,40,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Cabo%20Verde.xml"
usaid-cy,usaid,activities,9,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Cyprus.xml"
usaid-cz,usaid,activities,3,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Czechia.xml"
usaid-dj,usaid,activities,152,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Djibouti.xml"
usaid-dm,usaid,activities,17,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Dominica.xml"
usaid-do,usaid,activities,366,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Dominican%20Republic.xml"
usaid-dz,usaid,activities,8,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Algeria.xml"
usaid-ec,usaid,activities,225,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Ecuador.xml"
usaid-eg,usaid,activities,474,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Egypt.xml"
usaid-er,usaid,activities,72,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Eritrea.xml"
usaid-et,usaid,activities,1187,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Ethiopia.xml"
usaid-fj,usaid,activities,12,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Fiji.xml"
usaid-fm,usaid,activities,17,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Micronesia+Federated+States+of.xml"
usaid-ga,usaid,activities,53,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Gabon.xml"
usaid-ge,usaid,activities,291,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Georgia.xml"
usaid-gh,usaid,activities,502,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Ghana.xml"
usaid-gm,usaid,activities,50,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Gambia%20The.xml"
usaid-gn,usaid,activities,284,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Guinea.xml"
usaid-gq,usaid,activities,24,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Equatorial%20Guinea.xml"
usaid-gr,usaid,activities,20,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Greece.xml"
usaid-gt,usaid,activities,365,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Guatemala.xml"
usaid-gw,usaid,activities,9,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Guinea-Bissau.xml"
usaid-gy,usaid,activities,64,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Guyana.xml"
usaid-hn,usaid,activities,286,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Honduras.xml"
usaid-hr,usaid,activities,11,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Croatia.xml"
usaid-ht,usaid,activities,984,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Haiti.xml"
usaid-hu,usaid,activities,8,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Hungary.xml"
usaid-id,usaid,activities,529,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Indonesia.xml"
usaid-il,usaid,activities,52,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Israel.xml"
usaid-in,usaid,activities,530,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-India.xml"
usaid-iq,usaid,activities,296,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Iraq.xml"
usaid-ir,usaid,activities,1,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Iran.xml"
usaid-jm,usaid,activities,316,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Jamaica.xml"
usaid-jo,usaid,activities,800,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Jordan.xml"
usaid-jp,usaid,activities,5,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Japan.xml"
usaid-ke,usaid,activities,875,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Kenya.xml"
usaid-kg,usaid,activities,122,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Kyrgyzstan.xml"
usaid-kh,usaid,activities,288,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Cambodia.xml"
usaid-ki,usaid,activities,2,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Kiribati.xml"
usaid-km,usaid,activities,30,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Comoros.xml"
usaid-kp,usaid,activities,8,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Korea%20Democratic%20Republic%20of.xml"
usaid-kr,usaid,activities,4,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Korea%20Republic%20of.xml"
usaid-kz,usaid,activities,77,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Kazakhstan.xml"
usaid-la,usaid,activities,44,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Laos.xml"
usaid-lb,usaid,activities,259,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Lebanon.xml"
usaid-lk,usaid,activities,246,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Sri%20Lanka.xml"
usaid-lr,usaid,activities,640,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Liberia.xml"
usaid-ls,usaid,activities,111,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Lesotho.xml"
usaid-lt,usaid,activities,3,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Lithuania.xml"
usaid-lv,usaid,activities,1,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Latvia.xml"
usaid-ly,usaid,activities,70,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Libya.xml"
usaid-ma,usaid,activities,199,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Morocco.xml"
usaid-md,usaid,activities,99,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Moldova.xml"
usaid-me,usaid,activities,25,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Montenegro.xml"
usaid-mg,usaid,activities,295,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Madagascar.xml"
usaid-mh,usaid,activities,5,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Marshall%20Islands.xml"
usaid-mk,usaid,activities,156,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-North%20Macedonia.xml"
usaid-ml,usaid,activities,863,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Mali.xml"
usaid-mm,usaid,activities,295,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Burma.xml"
usaid-mn,usaid,activities,95,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Mongolia.xml"
usaid-mr,usaid,activities,100,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Mauritania.xml"
usaid-multiple-10,usaid,activities,275,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-10.xml"
usaid-multiple-11,usaid,activities,135,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-11.xml"
usaid-multiple-12,usaid,activities,305,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-12.xml"
usaid-multiple-13,usaid,activities,240,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-13.xml"
usaid-multiple-14,usaid,activities,270,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-14.xml"
usaid-multiple-15,usaid,activities,160,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-15.xml"
usaid-multiple-17,usaid,activities,900,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple+Countries-17.xml"
usaid-multiple-1,usaid,activities,300,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-1.xml"
usaid-multiple-2,usaid,activities,310,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-2.xml"
usaid-multiple-3,usaid,activities,185,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-3.xml"
usaid-multiple-4,usaid,activities,345,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-4.xml"
usaid-multiple-5,usaid,activities,150,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-5.xml"
usaid-multiple-6,usaid,activities,300,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-6.xml"
usaid-multiple-7,usaid,activities,300,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-7.xml"
usaid-multiple-8,usaid,activities,150,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-8.xml"
usaid-multiple-9,usaid,activities,340,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple%20Countries-9.xml"
usaid-multiple-countries-16,usaid,activities,660,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple+Countries-16.xml"
usaid-multiple-countries-18,usaid,activities,480,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple+Countries-18.xml"
usaid-multiple-countries-21,usaid,activities,269,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Multiple+Countries-21.xml"
usaid-mu,usaid,activities,43,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Mauritius.xml"
usaid-mw,usaid,activities,660,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Malawi.xml"
usaid-mx,usaid,activities,261,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Mexico.xml"
usaid-my,usaid,activities,5,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Malaysia.xml"
usaid-mz,usaid,activities,654,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Mozambique.xml"
usaid-na,usaid,activities,1077,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Namibia.xml"
usaid-ne,usaid,activities,287,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Niger.xml"
usaid-ng,usaid,activities,718,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Nigeria.xml"
usaid-ni,usaid,activities,145,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Nicaragua.xml"
usaid-np,usaid,activities,446,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Nepal.xml"
usaid-nz,usaid,activities,1,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-New%20Zealand.xml"
usaid-pa,usaid,activities,29,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Panama.xml"
usaid-pe,usaid,activities,410,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Peru.xml"
usaid-pg,usaid,activities,29,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Papua%20New%20Guinea.xml"
usaid-ph,usaid,activities,413,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Philippines.xml"
usaid-pk,usaid,activities,856,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Pakistan.xml"
usaid-pl,usaid,activities,4,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Poland.xml"
usaid-ps,usaid,activities,457,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-West%20Bank%20and%20Gaza.xml"
usaid-pw,usaid,activities,10,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Palau.xml"
usaid-py,usaid,activities,98,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Paraguay.xml"
usaid-ro,usaid,activities,24,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Romania.xml"
usaid-rs,usaid,activities,180,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Serbia.xml"
usaid-ru,usaid,activities,169,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Russia.xml"
usaid-rw,usaid,activities,374,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Rwanda.xml"
usaid-sb,usaid,activities,15,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Solomon%20Islands.xml"
usaid-sc,usaid,activities,33,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Seychelles.xml"
usaid-sd,usaid,activities,692,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Sudan.xml"
usaid-sk,usaid,activities,3,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Slovakia.xml"
usaid-sl,usaid,activities,241,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Sierra%20Leone.xml"
usaid-sn,usaid,activities,356,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Senegal.xml"
usaid-so,usaid,activities,415,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Somalia.xml"
usaid-ss,usaid,activities,475,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-South%20Sudan.xml"
usaid-st,usaid,activities,33,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Sao%20Tome%20and%20Principe.xml"
usaid-sv,usaid,activities,207,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-El%20Salvador.xml"
usaid-sy,usaid,activities,417,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Syria.xml"
usaid-sz,usaid,activities,92,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-eSwatini.xml"
usaid-td,usaid,activities,193,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Chad.xml"
usaid-tg,usaid,activities,43,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Togo.xml"
usaid-th,usaid,activities,49,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Thailand.xml"
usaid-tj,usaid,activities,83,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Tajikistan.xml"
usaid-tl,usaid,activities,162,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Timor-Leste.xml"
usaid-tm,usaid,activities,22,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Turkmenistan.xml"
usaid-tn,usaid,activities,25,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Tunisia.xml"
usaid-to,usaid,activities,9,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Tonga.xml"
usaid-tr,usaid,activities,34,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Turkey.xml"
usaid-tt,usaid,activities,2,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Trinidad%20and%20Tobago.xml"
usaid-tv,usaid,activities,1,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Tuvalu.xml"
usaid-tz,usaid,activities,880,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Tanzania.xml"
usaid-ua,usaid,activities,307,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Ukraine.xml"
usaid-ug,usaid,activities,791,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Uganda.xml"
usaid-uy,usaid,activities,1,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Uruguay.xml"
usaid-uz,usaid,activities,71,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Uzbekistan.xml"
usaid-vc,usaid,activities,7,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Saint%20Vincent%20and%20the%20Grenadines.xml"
usaid-ve,usaid,activities,143,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Venezuela.xml"
usaid-vn,usaid,activities,273,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Vietnam.xml"
usaid-vu,usaid,activities,14,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Vanuatu.xml"
usaid-ws,usaid,activities,4,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Samoa.xml"
usaid-xk,usaid,activities,230,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Kosovo.xml"
usaid-ye,usaid,activities,389,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Yemen.xml"
usaid-za,usaid,activities,466,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-South%20Africa.xml"
usaid-zm,usaid,activities,712,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Zambia.xml"
usaid-zw,usaid,activities,481,"https://s3.amazonaws.com/files.explorer.devtechlab.com/iati-activities-Zimbabwe.xml"
usda-afghanistan,usda,activities,30,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Afghanistan.xml"
usda-algeria,usda,activities,14,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Algeria.xml"
usda-americaregional,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-America%20regional.xml"
usda-angola,usda,activities,9,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Angola.xml"
usda-anguilla,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Anguilla.xml"
usda-antiguaandbarbuda,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Antigua%20and%20Barbuda.xml"
usda-argentina,usda,activities,6,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Argentina.xml"
usda-armenia,usda,activities,4,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Armenia.xml"
usda-asiaregional,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Asia%20regional.xml"
usda-australia,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Australia.xml"
usda-austria,usda,activities,2,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Austria.xml"
usda-bahamasthe,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Bahamas%20The.xml"
usda-bangladesh,usda,activities,55,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Bangladesh.xml"
usda-benin,usda,activities,23,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Benin.xml"
usda-bhutan,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Bhutan.xml"
usda-bolivia,usda,activities,8,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Bolivia.xml"
usda-botswana,usda,activities,4,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Botswana.xml"
usda-brazil,usda,activities,48,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Brazil.xml"
usda-burkinafaso,usda,activities,37,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Burkina%20Faso.xml"
usda-burma,usda,activities,4,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Burma.xml"
usda-burundi,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Burundi.xml"
usda-caboverde,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Cabo%20Verde.xml"
usda-cambodia,usda,activities,49,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Cambodia.xml"
usda-cameroon,usda,activities,29,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Cameroon.xml"
usda-canada,usda,activities,9,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Canada.xml"
usda-caymanislands,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Cayman%20Islands.xml"
usda-chad,usda,activities,3,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Chad.xml"
usda-chile,usda,activities,7,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Chile.xml"
usda-chinaprhongkong,usda,activities,1,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-China%20%28P.R.%20Hong%20Kong%29.xml"
usda-china,usda,activities,10,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-China.xml"
usda-colombia,usda,activities,25,"https://iati-reporting.s3.amazonaws.com/department_of_agriculture/xml/iati-activities-Colombia.xml"
